level,proficiency,able,strength,con,wis,dex,intelligence,cha,hd,hp,ac,initiative,healing_spells,buff_spells,attack_bonus,weapon_damage,winrate
1.0,0.0,0.0,-4.0,-6.0,2.0,3.0,4.0,-4.0,-3.0,-10.0,3.0,2.0,0.0,0.0,-2.0,4.0,0.465
1.0,0.0,0.0,-4.0,-3.0,-1.0,10.0,0.0,-1.0,-2.0,-3.0,-4.0,5.0,0.0,0.0,0.0,-2.0,0.156
2.0,1.0,0.0,0.0,0.0,-1.0,7.0,7.0,-8.0,0.0,41.0,9.0,4.0,0.0,0.0,4.0,4.0,1.0
2.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861
-2.0,-1.0,0.0,0.0,1.0,1.0,4.0,0.0,-3.0,1.0,-8.0,3.0,2.0,0.0,0.0,2.0,0.0,0.994
-2.0,-1.0,0.0,-2.0,-1.0,8.0,5.0,3.0,-5.0,0.0,-17.0,4.0,2.0,0.0,0.0,2.0,-8.0,0.237
0.0,0.0,0.0,11.0,2.0,5.0,2.0,0.0,-2.0,1.0,15.0,8.0,1.0,0.0,0.0,2.0,4.0,1.0
1.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,7.0,0.0,-1.0,19.0,1.0,-1.0,0.0,0.0,-1.0,2.0,0.808
0.0,0.0,0.0,-2.0,3.0,3.0,-2.0,-1.0,-1.0,2.0,10.0,3.0,-1.0,0.0,0.0,-1.0,-4.0,0.515
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-4.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.758
-2.0,-1.0,0.0,-4.0,3.0,3.0,4.0,3.0,-4.0,2.0,-12.0,1.0,2.0,0.0,0.0,-2.0,-2.0,0.045
3.0,1.0,0.0,-2.0,3.0,6.0,-2.0,-2.0,-5.0,2.0,25.0,0.0,-1.0,0.0,0.0,-1.0,-5.0,0.399
3.0,1.0,0.0,-8.0,1.0,6.0,3.0,8.0,-8.0,0.0,2.0,-9.0,2.0,0.0,0.0,-1.0,-7.0,0.0
-1.0,0.0,0.0,0.0,3.0,4.0,-1.0,-2.0,-3.0,2.0,-4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.595
3.0,1.0,0.0,-2.0,1.0,-5.0,0.0,2.0,6.0,1.0,24.0,-2.0,0.0,0.0,0.0,0.0,-5.0,0.439
-2.0,-1.0,0.0,1.0,-5.0,-2.0,-6.0,5.0,4.0,-2.0,-46.0,-7.0,-3.0,0.0,0.0,-2.0,-3.0,0.0
0.0,0.0,0.0,4.0,9.0,5.0,5.0,-6.0,0.0,5.0,37.0,5.0,3.0,0.0,0.0,3.0,7.0,1.0
2.0,1.0,0.0,-2.0,0.0,2.0,0.0,-2.0,0.0,0.0,12.0,-2.0,0.0,0.0,0.0,0.0,-7.0,0.078
-1.0,0.0,0.0,-6.0,-4.0,-5.0,6.0,0.0,-1.0,-2.0,-18.0,1.0,3.0,0.0,0.0,2.0,5.0,0.974
-2.0,-1.0,0.0,0.0,2.0,2.0,0.0,-2.0,-6.0,1.0,-4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.689
2.0,1.0,0.0,-6.0,3.0,0.0,3.0,2.0,-1.0,2.0,22.0,3.0,1.0,0.0,0.0,-1.0,-4.0,0.734
-1.0,0.0,0.0,-5.0,1.0,9.0,-1.0,1.0,-4.0,1.0,-8.0,-7.0,0.0,0.0,0.0,-3.0,-4.0,0.003
2.0,1.0,0.0,10.0,4.0,-2.0,-10.0,0.0,0.0,2.0,15.0,7.0,-5.0,0.0,0.0,-1.0,7.0,1.0
3.0,1.0,0.0,-1.0,2.0,3.0,1.0,-3.0,-6.0,1.0,27.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0
1.0,1.0,0.0,-8.0,-6.0,3.0,4.0,8.0,2.0,-3.0,-29.0,-4.0,2.0,0.0,0.0,-1.0,-6.0,0.0
1.0,0.0,0.0,9.0,2.0,-3.0,-4.0,0.0,6.0,1.0,32.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.846
-3.0,-1.0,0.0,4.0,1.0,-9.0,3.0,-4.0,-3.0,1.0,21.0,6.0,2.0,0.0,0.0,2.0,8.0,1.0
0.0,0.0,0.0,1.0,3.0,-6.0,2.0,-1.0,4.0,1.0,11.0,-2.0,1.0,0.0,0.0,1.0,2.0,0.732
0.0,0.0,0.0,0.0,-4.0,4.0,-2.0,3.0,-3.0,-2.0,-10.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.245
0.0,0.0,0.0,0.0,0.0,2.0,-4.0,-1.0,3.0,0.0,-3.0,-5.0,-2.0,0.0,0.0,-2.0,-5.0,0.0
0.0,0.0,0.0,-7.0,0.0,-2.0,4.0,0.0,6.0,0.0,-6.0,-2.0,2.0,0.0,0.0,1.0,-4.0,0.264
1.0,1.0,0.0,6.0,1.0,-1.0,-1.0,-4.0,-4.0,0.0,19.0,1.0,-1.0,0.0,0.0,0.0,4.0,0.92
-1.0,0.0,0.0,9.0,6.0,-5.0,-3.0,-2.0,-3.0,3.0,11.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.627
0.0,0.0,0.0,-5.0,0.0,3.0,5.0,4.0,-7.0,0.0,1.0,-5.0,2.0,0.0,0.0,-2.0,-2.0,0.018
-1.0,-1.0,0.0,11.0,-6.0,2.0,-10.0,1.0,-7.0,-3.0,-18.0,-6.0,-5.0,0.0,0.0,-2.0,4.0,0.053
-1.0,-1.0,0.0,5.0,0.0,-5.0,-11.0,0.0,-2.0,0.0,9.0,1.0,-6.0,0.0,0.0,-2.0,11.0,0.944
-1.0,-1.0,0.0,-1.0,-1.0,7.0,1.0,10.0,5.0,-1.0,-26.0,0.0,0.0,0.0,0.0,-1.0,-4.0,0.037
2.0,1.0,0.0,-5.0,3.0,0.0,-1.0,11.0,-8.0,2.0,14.0,4.0,-1.0,0.0,0.0,-1.0,-4.0,0.61
-2.0,-1.0,0.0,-1.0,-2.0,0.0,7.0,11.0,11.0,-1.0,-61.0,4.0,4.0,0.0,0.0,1.0,2.0,0.317
1.0,0.0,0.0,10.0,2.0,3.0,-6.0,1.0,2.0,1.0,52.0,3.0,-3.0,0.0,0.0,1.0,-7.0,0.899
0.0,0.0,0.0,-5.0,3.0,0.0,2.0,4.0,-3.0,1.0,-9.0,-2.0,1.0,0.0,0.0,1.0,-2.0,0.186
-1.0,-1.0,0.0,10.0,7.0,5.0,2.0,12.0,11.0,3.0,5.0,-1.0,1.0,0.0,0.0,1.0,-5.0,0.137
-1.0,0.0,0.0,-3.0,3.0,0.0,10.0,-3.0,-8.0,2.0,12.0,-5.0,5.0,0.0,0.0,1.0,-11.0,0.012
0.0,0.0,0.0,-6.0,3.0,-3.0,-3.0,8.0,7.0,2.0,-16.0,1.0,-1.0,0.0,0.0,-2.0,-6.0,0.025
0.0,0.0,0.0,0.0,-2.0,-8.0,4.0,4.0,6.0,-1.0,-10.0,0.0,2.0,0.0,0.0,2.0,0.0,0.6
-1.0,0.0,0.0,3.0,7.0,0.0,-8.0,-2.0,3.0,3.0,-39.0,2.0,-4.0,0.0,0.0,-2.0,2.0,0.067
0.0,0.0,0.0,0.0,5.0,4.0,1.0,6.0,1.0,3.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.807
1.0,0.0,0.0,-5.0,-3.0,-1.0,-6.0,3.0,-5.0,-2.0,-26.0,-11.0,-3.0,0.0,0.0,-2.0,-7.0,0.0
2.0,1.0,0.0,-2.0,-4.0,4.0,-2.0,0.0,-8.0,-2.0,-26.0,5.0,-1.0,0.0,0.0,-1.0,7.0,0.851
-2.0,-1.0,0.0,7.0,-2.0,-8.0,-3.0,2.0,6.0,-1.0,-21.0,2.0,-1.0,0.0,0.0,1.0,4.0,0.57
2.0,1.0,0.0,8.0,2.0,-6.0,-5.0,-2.0,-8.0,1.0,54.0,0.0,-3.0,0.0,0.0,0.0,4.0,0.996
-3.0,-1.0,0.0,0.0,0.0,1.0,-2.0,2.0,4.0,0.0,-28.0,-1.0,-1.0,0.0,0.0,-1.0,-4.0,0.001
-2.0,-1.0,0.0,-5.0,1.0,4.0,-2.0,-3.0,6.0,1.0,-6.0,2.0,-1.0,0.0,0.0,-1.0,-7.0,0.004
-1.0,0.0,0.0,9.0,-1.0,-3.0,-5.0,-2.0,0.0,0.0,-22.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.11
-1.0,0.0,0.0,-9.0,-2.0,2.0,6.0,-4.0,2.0,-1.0,-21.0,-7.0,3.0,0.0,0.0,-1.0,-2.0,0.001
-3.0,-1.0,0.0,-1.0,4.0,-3.0,0.0,0.0,2.0,2.0,14.0,-1.0,0.0,0.0,0.0,-1.0,4.0,0.596
1.0,0.0,0.0,1.0,1.0,-4.0,3.0,-1.0,4.0,1.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.776
-1.0,0.0,0.0,4.0,-3.0,-6.0,-6.0,-6.0,3.0,-2.0,-34.0,-3.0,-3.0,0.0,0.0,0.0,6.0,0.161
-2.0,-1.0,0.0,0.0,0.0,-7.0,3.0,4.0,9.0,0.0,-23.0,-5.0,1.0,0.0,0.0,1.0,-2.0,0.002
1.0,1.0,0.0,8.0,4.0,5.0,1.0,0.0,0.0,2.0,32.0,2.0,0.0,0.0,0.0,0.0,2.0,0.988
1.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.862
1.0,0.0,0.0,9.0,2.0,-6.0,0.0,0.0,0.0,1.0,21.0,6.0,0.0,0.0,0.0,3.0,7.0,1.0
-2.0,-1.0,0.0,3.0,0.0,-2.0,-5.0,-3.0,-4.0,0.0,-5.0,0.0,-3.0,0.0,0.0,-2.0,-2.0,0.105
0.0,0.0,0.0,-6.0,-2.0,0.0,-2.0,-2.0,0.0,-1.0,-4.0,7.0,-1.0,0.0,0.0,-1.0,6.0,0.955
-1.0,-1.0,0.0,2.0,0.0,-8.0,6.0,-4.0,-2.0,0.0,-1.0,-5.0,3.0,0.0,0.0,1.0,6.0,0.31
0.0,0.0,0.0,2.0,2.0,-7.0,0.0,0.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,6.0,0.981
2.0,1.0,0.0,-1.0,-4.0,2.0,2.0,1.0,-3.0,-2.0,-2.0,0.0,1.0,0.0,0.0,-1.0,-4.0,0.263
0.0,0.0,0.0,9.0,1.0,-4.0,-7.0,3.0,-2.0,0.0,5.0,-2.0,-3.0,0.0,0.0,0.0,2.0,0.631
-1.0,0.0,0.0,-2.0,-3.0,-2.0,6.0,-6.0,-3.0,-2.0,-14.0,-2.0,3.0,0.0,0.0,2.0,0.0,0.36
0.0,0.0,0.0,1.0,-4.0,-1.0,2.0,-4.0,2.0,-2.0,-5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.81
-1.0,0.0,0.0,2.0,-3.0,-8.0,-3.0,0.0,-3.0,-2.0,-19.0,-7.0,-2.0,0.0,0.0,-2.0,-6.0,0.0
0.0,0.0,0.0,3.0,7.0,6.0,3.0,9.0,-4.0,3.0,14.0,1.0,1.0,0.0,0.0,1.0,-3.0,0.742
1.0,0.0,0.0,-1.0,2.0,2.0,7.0,6.0,0.0,1.0,23.0,6.0,4.0,0.0,0.0,2.0,2.0,0.999
1.0,0.0,0.0,-3.0,4.0,4.0,1.0,2.0,6.0,2.0,55.0,-3.0,1.0,0.0,0.0,-1.0,0.0,0.714
0.0,0.0,0.0,-2.0,-2.0,6.0,2.0,0.0,-3.0,-1.0,-3.0,4.0,1.0,0.0,0.0,1.0,-2.0,0.672
0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,-4.0,1.0,-1.0,2.0,0.0,0.0,0.0,1.0,8.0,0.973
1.0,0.0,0.0,-3.0,4.0,-4.0,0.0,3.0,0.0,2.0,-3.0,-6.0,0.0,0.0,0.0,-2.0,-4.0,0.0
2.0,1.0,0.0,0.0,-1.0,2.0,6.0,-2.0,2.0,-1.0,12.0,-3.0,3.0,0.0,0.0,0.0,2.0,0.61
1.0,0.0,0.0,-1.0,0.0,-2.0,0.0,-2.0,3.0,0.0,-10.0,2.0,0.0,0.0,0.0,0.0,2.0,0.579
1.0,0.0,0.0,8.0,4.0,-3.0,-6.0,-6.0,2.0,2.0,19.0,8.0,-3.0,0.0,0.0,1.0,4.0,1.0
0.0,0.0,0.0,-11.0,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,-7.0,0.168
2.0,1.0,0.0,-6.0,-3.0,0.0,1.0,4.0,-1.0,-2.0,-7.0,1.0,1.0,0.0,0.0,-1.0,-6.0,0.134
0.0,0.0,0.0,-5.0,2.0,5.0,-1.0,1.0,-3.0,1.0,-5.0,3.0,-1.0,0.0,0.0,-2.0,0.0,0.323
-1.0,0.0,0.0,-9.0,1.0,-4.0,0.0,2.0,-7.0,1.0,-3.0,-2.0,0.0,0.0,0.0,-1.0,-6.0,0.097
0.0,0.0,0.0,3.0,0.0,-2.0,1.0,-1.0,1.0,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,-2.0,0.245
3.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,7.0,0.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,0.897
-1.0,0.0,0.0,-1.0,-2.0,4.0,1.0,-8.0,-11.0,-1.0,-4.0,3.0,0.0,0.0,0.0,0.0,-5.0,0.17
0.0,0.0,0.0,0.0,-5.0,-2.0,2.0,-2.0,4.0,-2.0,-8.0,1.0,1.0,0.0,0.0,1.0,4.0,0.756
-3.0,-1.0,0.0,1.0,2.0,-3.0,4.0,0.0,2.0,1.0,-31.0,1.0,2.0,0.0,0.0,1.0,5.0,0.862
-1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,-4.0,0.0,-12.0,-3.0,2.0,0.0,0.0,1.0,2.0,0.351
-1.0,-1.0,0.0,0.0,6.0,3.0,4.0,0.0,1.0,3.0,14.0,0.0,2.0,0.0,0.0,0.0,4.0,0.715
2.0,1.0,0.0,10.0,2.0,2.0,-6.0,-5.0,-1.0,1.0,33.0,-1.0,-3.0,0.0,0.0,0.0,6.0,0.974
2.0,1.0,0.0,2.0,-1.0,4.0,2.0,0.0,-8.0,-1.0,13.0,-1.0,1.0,0.0,0.0,1.0,-7.0,0.179
1.0,1.0,0.0,6.0,-1.0,-5.0,-8.0,-2.0,4.0,0.0,25.0,2.0,-4.0,0.0,0.0,-1.0,2.0,0.925
-1.0,0.0,0.0,-1.0,2.0,0.0,-2.0,8.0,-5.0,1.0,-14.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.121
2.0,1.0,0.0,2.0,4.0,0.0,1.0,-3.0,-4.0,2.0,22.0,3.0,1.0,0.0,0.0,1.0,-5.0,0.872
-2.0,-1.0,0.0,6.0,1.0,6.0,-1.0,0.0,1.0,0.0,-34.0,3.0,0.0,0.0,0.0,1.0,-4.0,0.296
-1.0,-1.0,0.0,-7.0,-4.0,-1.0,-1.0,-6.0,3.0,-2.0,-17.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.003
1.0,1.0,0.0,10.0,1.0,2.0,-8.0,0.0,3.0,0.0,14.0,-1.0,-4.0,0.0,0.0,-1.0,-2.0,0.508
1.0,1.0,0.0,0.0,0.0,1.0,-5.0,2.0,-1.0,0.0,9.0,4.0,-3.0,0.0,0.0,0.0,2.0,0.917
-1.0,0.0,0.0,-12.0,-2.0,2.0,6.0,2.0,2.0,-1.0,-14.0,-5.0,3.0,0.0,0.0,0.0,-7.0,0.001
1.0,0.0,0.0,2.0,2.0,3.0,-4.0,1.0,4.0,1.0,5.0,3.0,-2.0,0.0,0.0,1.0,2.0,0.958
-2.0,-1.0,0.0,-1.0,-3.0,2.0,-2.0,4.0,0.0,-1.0,-29.0,-1.0,-1.0,0.0,0.0,-1.0,-3.0,0.0
2.0,1.0,0.0,-6.0,3.0,0.0,4.0,4.0,4.0,1.0,25.0,-7.0,2.0,0.0,0.0,-1.0,-6.0,0.03
1.0,0.0,0.0,-10.0,0.0,4.0,2.0,0.0,-7.0,0.0,9.0,-5.0,1.0,0.0,0.0,-3.0,0.0,0.104
2.0,1.0,0.0,-5.0,5.0,4.0,5.0,-5.0,-6.0,2.0,22.0,4.0,2.0,0.0,0.0,2.0,5.0,1.0
0.0,0.0,0.0,-5.0,-2.0,6.0,-6.0,0.0,4.0,-1.0,-4.0,0.0,-3.0,0.0,0.0,-3.0,0.0,0.085
-2.0,-1.0,0.0,5.0,7.0,2.0,3.0,-3.0,-12.0,4.0,-4.0,4.0,2.0,0.0,0.0,3.0,8.0,0.997
-2.0,-1.0,0.0,-7.0,-3.0,6.0,0.0,4.0,-2.0,-1.0,-12.0,1.0,0.0,0.0,0.0,0.0,-6.0,0.096
1.0,1.0,0.0,6.0,0.0,-6.0,-6.0,-5.0,10.0,0.0,13.0,6.0,-3.0,0.0,0.0,1.0,2.0,0.991
0.0,0.0,0.0,10.0,6.0,4.0,-6.0,-1.0,-1.0,3.0,12.0,2.0,-3.0,0.0,0.0,0.0,2.0,0.857
-1.0,0.0,0.0,-3.0,-1.0,2.0,10.0,4.0,1.0,-1.0,-26.0,5.0,5.0,0.0,0.0,0.0,-5.0,0.084
-1.0,0.0,0.0,0.0,3.0,2.0,-2.0,4.0,-6.0,2.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0,0.196
0.0,0.0,0.0,-10.0,0.0,-2.0,9.0,-2.0,2.0,0.0,5.0,-3.0,4.0,0.0,0.0,-1.0,5.0,0.642
3.0,1.0,0.0,-7.0,0.0,-2.0,-1.0,8.0,5.0,0.0,8.0,-3.0,-1.0,0.0,0.0,-1.0,-4.0,0.133
0.0,0.0,0.0,-6.0,-6.0,1.0,1.0,4.0,1.0,-3.0,-24.0,-2.0,1.0,0.0,0.0,-2.0,-2.0,0.008
2.0,1.0,0.0,0.0,2.0,4.0,2.0,4.0,7.0,1.0,11.0,-3.0,1.0,0.0,0.0,1.0,0.0,0.669
-1.0,-1.0,0.0,0.0,1.0,0.0,-2.0,2.0,0.0,0.0,-115.0,-1.0,-1.0,0.0,0.0,-1.0,-7.0,0.0
3.0,1.0,0.0,0.0,1.0,5.0,0.0,3.0,5.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,2.0,0.96
2.0,1.0,0.0,8.0,-1.0,-1.0,2.0,1.0,1.0,0.0,18.0,2.0,1.0,0.0,0.0,4.0,0.0,0.999
0.0,0.0,0.0,-5.0,-2.0,2.0,4.0,-6.0,-6.0,-1.0,-11.0,2.0,2.0,0.0,0.0,2.0,2.0,0.793
0.0,0.0,0.0,5.0,2.0,4.0,3.0,-1.0,2.0,1.0,13.0,3.0,1.0,0.0,0.0,1.0,4.0,0.988
0.0,0.0,0.0,5.0,0.0,-5.0,-6.0,-3.0,0.0,0.0,-7.0,-2.0,-3.0,0.0,0.0,-2.0,0.0,0.147
1.0,0.0,0.0,-4.0,-1.0,-4.0,-3.0,-1.0,8.0,0.0,10.0,4.0,-2.0,0.0,0.0,-2.0,0.0,0.688
-2.0,-1.0,0.0,-7.0,-2.0,-8.0,14.0,2.0,5.0,-1.0,-11.0,-4.0,7.0,0.0,0.0,2.0,2.0,0.347
0.0,0.0,0.0,-9.0,-4.0,4.0,0.0,9.0,3.0,-2.0,-31.0,-8.0,0.0,0.0,0.0,-2.0,-11.0,0.0
1.0,0.0,0.0,-11.0,-3.0,8.0,2.0,0.0,0.0,-1.0,-17.0,1.0,1.0,0.0,0.0,-1.0,-6.0,0.07
0.0,0.0,0.0,7.0,-2.0,3.0,-8.0,0.0,4.0,-1.0,7.0,6.0,-4.0,0.0,0.0,-1.0,-7.0,0.447
-1.0,0.0,0.0,7.0,1.0,-4.0,0.0,4.0,5.0,0.0,-15.0,-2.0,0.0,0.0,0.0,0.0,2.0,0.251
-3.0,-1.0,0.0,-2.0,-4.0,-5.0,-4.0,-1.0,1.0,-2.0,-29.0,2.0,-2.0,0.0,0.0,-1.0,2.0,0.165
1.0,0.0,0.0,-3.0,2.0,1.0,-4.0,8.0,-1.0,1.0,8.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,0.327
0.0,0.0,0.0,-11.0,-1.0,1.0,2.0,0.0,8.0,-1.0,-11.0,-4.0,1.0,0.0,0.0,-1.0,3.0,0.151
0.0,0.0,0.0,-2.0,-6.0,-1.0,3.0,4.0,-1.0,-3.0,3.0,1.0,1.0,0.0,0.0,1.0,-2.0,0.581
2.0,1.0,0.0,-4.0,-2.0,3.0,-2.0,5.0,6.0,-1.0,9.0,5.0,-1.0,0.0,0.0,-2.0,-4.0,0.594
0.0,0.0,0.0,-4.0,-3.0,-2.0,5.0,-2.0,3.0,-1.0,-2.0,-2.0,3.0,0.0,0.0,1.0,2.0,0.547
-1.0,0.0,0.0,-1.0,0.0,-4.0,8.0,0.0,-6.0,0.0,-1.0,-3.0,4.0,0.0,0.0,0.0,0.0,0.265
-3.0,-1.0,0.0,2.0,0.0,2.0,2.0,0.0,-4.0,0.0,-11.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.343
0.0,0.0,0.0,7.0,-2.0,4.0,-4.0,5.0,0.0,-1.0,10.0,1.0,-2.0,0.0,0.0,-2.0,2.0,0.586
1.0,0.0,0.0,3.0,5.0,0.0,-4.0,-2.0,2.0,2.0,24.0,-1.0,-2.0,0.0,0.0,0.0,4.0,0.98
1.0,0.0,0.0,-7.0,3.0,5.0,6.0,1.0,-5.0,2.0,11.0,-2.0,3.0,0.0,0.0,1.0,-6.0,0.367
-1.0,0.0,0.0,3.0,3.0,-1.0,6.0,3.0,-6.0,2.0,12.0,-5.0,3.0,0.0,0.0,2.0,0.0,0.537
-2.0,-1.0,0.0,-1.0,0.0,-3.0,3.0,-4.0,-4.0,0.0,-65.0,1.0,1.0,0.0,0.0,0.0,2.0,0.017
-1.0,0.0,0.0,2.0,-2.0,3.0,0.0,4.0,-10.0,-1.0,-1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.814
-2.0,-1.0,0.0,7.0,3.0,-2.0,0.0,-4.0,-4.0,2.0,-18.0,3.0,0.0,0.0,0.0,1.0,0.0,0.555
-2.0,-1.0,0.0,-3.0,0.0,3.0,3.0,2.0,6.0,0.0,-22.0,2.0,2.0,0.0,0.0,2.0,-2.0,0.379
1.0,1.0,0.0,2.0,3.0,-4.0,4.0,2.0,-6.0,2.0,46.0,0.0,2.0,0.0,0.0,1.0,0.0,0.97
0.0,0.0,0.0,-7.0,-2.0,-1.0,-5.0,-8.0,3.0,-1.0,1.0,-3.0,-2.0,0.0,0.0,-3.0,-2.0,0.06
2.0,1.0,0.0,-2.0,0.0,9.0,-6.0,-1.0,-7.0,0.0,10.0,4.0,-3.0,0.0,0.0,-3.0,-3.0,0.002
0.0,0.0,0.0,8.0,0.0,10.0,-8.0,-2.0,-8.0,0.0,5.0,-2.0,-4.0,0.0,0.0,0.0,-2.0,0.385
-1.0,0.0,0.0,-9.0,-2.0,1.0,-2.0,-6.0,2.0,-1.0,-30.0,-5.0,-1.0,0.0,0.0,-2.0,-7.0,0.0
2.0,1.0,0.0,-5.0,0.0,3.0,1.0,-1.0,-2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709
3.0,1.0,0.0,0.0,3.0,-6.0,-1.0,6.0,-2.0,2.0,37.0,0.0,-1.0,0.0,0.0,-1.0,2.0,0.952
1.0,0.0,0.0,-7.0,1.0,2.0,7.0,2.0,-3.0,0.0,4.0,-2.0,3.0,0.0,0.0,0.0,-6.0,0.203
0.0,0.0,0.0,5.0,2.0,-2.0,3.0,-5.0,3.0,1.0,9.0,10.0,2.0,0.0,0.0,2.0,7.0,1.0
0.0,0.0,0.0,1.0,-4.0,-3.0,-2.0,-7.0,-1.0,-2.0,-20.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.099
-2.0,-1.0,0.0,-10.0,0.0,0.0,5.0,0.0,2.0,0.0,-30.0,2.0,3.0,0.0,0.0,-1.0,-8.0,0.001
-1.0,0.0,0.0,-6.0,0.0,1.0,0.0,-2.0,-7.0,0.0,-24.0,3.0,0.0,0.0,0.0,0.0,2.0,0.471
2.0,1.0,0.0,7.0,0.0,0.0,-10.0,-3.0,-2.0,0.0,14.0,0.0,-5.0,0.0,0.0,-2.0,2.0,0.607
-1.0,0.0,0.0,0.0,4.0,0.0,2.0,-6.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,-3.0,0.656
-2.0,-1.0,0.0,-12.0,-1.0,4.0,4.0,-3.0,-2.0,-1.0,-30.0,2.0,2.0,0.0,0.0,-1.0,-6.0,0.031
-3.0,-1.0,0.0,1.0,0.0,1.0,-4.0,2.0,-4.0,0.0,-28.0,-3.0,-2.0,0.0,0.0,-2.0,-7.0,0.0
-1.0,-1.0,0.0,13.0,-2.0,1.0,-6.0,-3.0,-10.0,-1.0,-10.0,2.0,-3.0,0.0,0.0,-1.0,0.0,0.34
0.0,0.0,0.0,-2.0,3.0,-4.0,3.0,-1.0,-4.0,2.0,-2.0,0.0,2.0,0.0,0.0,2.0,-7.0,0.071
2.0,1.0,0.0,-7.0,-8.0,8.0,-3.0,11.0,1.0,-4.0,-40.0,-5.0,-2.0,0.0,0.0,-4.0,-7.0,0.0
1.0,1.0,0.0,-2.0,4.0,-9.0,1.0,5.0,0.0,2.0,19.0,0.0,1.0,0.0,0.0,-1.0,-7.0,0.125
1.0,1.0,0.0,10.0,4.0,4.0,0.0,1.0,-9.0,2.0,32.0,8.0,0.0,0.0,0.0,2.0,-3.0,1.0
1.0,0.0,0.0,-4.0,-2.0,-4.0,0.0,0.0,-3.0,-1.0,-6.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,0.138
1.0,1.0,0.0,6.0,2.0,-4.0,-4.0,-2.0,-2.0,1.0,14.0,0.0,-2.0,0.0,0.0,3.0,2.0,0.991
0.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,-4.0,1.0,-9.0,-2.0,3.0,0.0,0.0,3.0,-4.0,0.359
-2.0,-1.0,0.0,2.0,4.0,1.0,0.0,3.0,-10.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.591
0.0,0.0,0.0,1.0,1.0,-7.0,-6.0,-3.0,-3.0,1.0,22.0,0.0,-3.0,0.0,0.0,0.0,4.0,0.932
1.0,1.0,0.0,-1.0,2.0,-4.0,-2.0,4.0,8.0,1.0,-3.0,-4.0,-1.0,0.0,0.0,-1.0,-2.0,0.044
1.0,1.0,0.0,-4.0,2.0,4.0,4.0,-4.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,2.0,2.0,0.926
0.0,0.0,0.0,-8.0,-4.0,6.0,6.0,10.0,-1.0,-2.0,-35.0,1.0,3.0,0.0,0.0,0.0,-6.0,0.046
1.0,0.0,0.0,-3.0,-1.0,3.0,-1.0,0.0,1.0,-1.0,-11.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0,0.09
0.0,0.0,0.0,8.0,10.0,-2.0,1.0,-6.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.866
1.0,0.0,0.0,0.0,0.0,3.0,-6.0,-6.0,-6.0,0.0,-6.0,-3.0,-3.0,0.0,0.0,0.0,4.0,0.384
2.0,1.0,0.0,4.0,0.0,3.0,2.0,3.0,-6.0,0.0,7.0,-7.0,1.0,0.0,0.0,2.0,4.0,0.537
-1.0,-1.0,0.0,1.0,-1.0,2.0,-7.0,3.0,8.0,-1.0,-8.0,-3.0,-4.0,0.0,0.0,-4.0,-2.0,0.0
